Name,Release date,Estimated owners,Price,DLC count,Header image,Median playtime forever,Categories,Genres,Tags,Game age,Website,Estimated yearly revenue,Bayesian votes,Characteristics
System Shock® 2 (1999),2013-05-10,0.4892366412165478,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/238210/header.jpg?t=1760115651,0,"Single-player,Multi-player,Co-op,Steam Trading Cards,Family Sharing","Action,RPG","Cyberpunk,RPG,Horror,Sci-fi,Classic,FPS,Survival Horror,Masterpiece,Action,Cult Classic,Space,First-Person,Story Rich,Atmospheric,Immersive Sim,Great Soundtrack,Singleplayer,Co-op,Inventory Management,Shooter",12.99,https://store.steampowered.com/app/915100/,0.0,0.9400835322436404,cyberpunk storyrich greatsoundtrack immersivesim multiplayer survivalhorror singleplayer classic masterpiece fps action rpg shooter horror scifi cultclassic firstperson inventorymanagement atmospheric space coop
Beneath The Surface,2018-11-13,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/792050/header.jpg?t=1542153222,0,Single-player,Sports,"Sports,Fishing,Psychological Horror,Clicker,Casual,Relaxing,Free to Play,Addictive",7.48,https://store.steampowered.com/app/792050/,0.0,0.9398293695406832,singleplayer psychologicalhorror casual clicker fishing addictive relaxing freetoplay sports
The Penguin IQ Test,2021-01-05,0.4892366412165478,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1504220/5c4e023b19e83c521b7fd59f021d7e6a08cc8c19/header.jpg?t=1764265270,0,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing","Adventure,Indie,Strategy","Puzzle,Programming,Education,Strategy,2D,Adventure,Automation,Linear,Narration,Singleplayer,Logic,Indie,Action-Adventure",5.33,https://store.steampowered.com/app/1504220/,0.0,0.9396017931539264,logic programming actionadventure education puzzle multiplayer includesleveleditor adventure singleplayer narration 2d linear indie splitscreen automation strategy
When The Past Was Around - Prologue,2019-11-04,0.5962588843196084,0.0,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1170640/header.jpg?t=1726552166,12,"Single-player,Remote Play on Phone,Remote Play on Tablet","Adventure,Casual,Indie","Indie,Casual,Puzzle,Point & Click,Adventure,Free to Play,Beautiful,Great Soundtrack,Hand-drawn,Hidden Object,Relaxing,Philosophical,Cute,Emotional,Mystery,Female Protagonist,Touch-Friendly,Surreal,Singleplayer,Atmospheric",6.5,https://store.steampowered.com/app/1170640/,0.0,0.939548804233922,casual remoteplayonphone beautiful surreal relaxing femaleprotagonist hiddenobject emotional greatsoundtrack puzzle adventure singleplayer remoteplayontablet indie freetoplay philosophical mystery pointandclick handdrawn cute atmospheric touchfriendly
Moko's Advice,2019-12-10,0.4892366412165478,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/897120/header.jpg?t=1576169431,0,Single-player,"Free To Play,Indie,Simulation","Free to Play,Indie,Simulation,Funny,Dark Humor,Casual,Pixel Graphics,2D,Dark,Choices Matter,Comedy,LGBTQ+",6.4,https://store.steampowered.com/app/897120/,0.0,0.9394821563967246,lgbtq+ singleplayer casual choicesmatter pixelgraphics indie funny comedy darkhumor simulation freetoplay 2d dark
Welcome to Light Fields,2018-03-14,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/771310/header.jpg?t=1521239824,16,"Single-player,Tracked Controller Support,VR Only","Casual,Free To Play","Free to Play,Casual,VR",8.15,https://store.steampowered.com/app/771310/,0.0,0.939341222648908,casual singleplayer controller vr freetoplay
ABI-DOS,2024-11-15,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2180700/header.jpg?t=1742366641,0,"Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Casual,Indie,Simulation,Strategy,Free To Play","Programming,Simulation,Automation,Puzzle,Strategy,Sandbox,Education,Building,Hacking,2D,Procedural Generation,Abstract,Logic,Futuristic,Singleplayer,Relaxing,Indie,Casual,Free to Play",1.47,https://store.steampowered.com/app/2180700/,0.0,0.939341222648908,casual abstract logic programming building relaxing simulation education puzzle singleplayer 2d proceduralgeneration indie stats futuristic sandbox hacking freetoplay automation strategy
Mini-Dead,2018-05-04,0.6330768564718121,0.0,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/851530/header.jpg?t=1657742420,44,"Single-player,Steam Achievements","Action,Free To Play,Indie","Free to Play,Indie,Action,Difficult,Top-Down Shooter,Great Soundtrack,2D,Bullet Hell,Pixel Graphics",8.01,https://store.steampowered.com/app/851530/,0.0,0.9391696251711122,singleplayer greatsoundtrack pixelgraphics action indie bullethell 2d freetoplay topdownshooter difficult
Freddy Fazbear's Pizzeria Simulator,2017-12-04,0.8003907929561015,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/738060/header.jpg?t=1512422259,82,Single-player,"Free To Play,Indie,Simulation","Free to Play,Horror,Singleplayer,Robots,Survival Horror,Simulation,Difficult,Indie,First-Person,Strategy,Story Rich,Management,Psychological Horror,Funny,Pixel Graphics,Atmospheric,Retro,Memes,Family Friendly,Adventure",8.42,https://store.steampowered.com/app/738060/,0.0,0.9391577618116308,pixelgraphics funny simulation strategy storyrich survivalhorror familyfriendly adventure singleplayer psychologicalhorror indie freetoplay memes horror management firstperson atmospheric retro robots difficult
Durka Simulator,2023-03-21,0.6780830971139326,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1450150/header.jpg?t=1749496174,0,"Single-player,Steam Achievements,Keyboard Only Option,Mouse Only Option,Narrated Game Menus,Playable without Timed Input,Save Anytime,Touch Only Option,Partial Controller Support,Steam Cloud","Indie,Simulation,Free To Play","Conversation,Singleplayer,Free to Play,Visual Novel,Indie,2D,Adventure,Choose Your Own Adventure,Minimalist,Text-Based,Sandbox,Early Access,Funny,Atmospheric,Interactive Fiction,Simulation,Clicker,Battle Royale,2D Platformer,Survival",3.13,https://store.steampowered.com/app/1450150/,0.0,0.9388101960323384,playablewithouttimedinput keyboardonlyoption funny controller simulation interactivefiction adventure singleplayer conversation minimalist visualnovel 2d textbased survival chooseyourownadventure clicker indie sandbox 2dplatformer earlyaccess battleroyale touchonlyoption freetoplay saveanytime mouseonly atmospheric
Fighting Fiends,2021-11-09,0.4892366412165478,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1283430/header.jpg?t=1636722877,0,"Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together","Action,Early Access","Action,Early Access,Fighting,Multiplayer,Top-Down,4 Player Local,Arcade,2D Fighter,Local Multiplayer",4.49,https://store.steampowered.com/app/1283430/,0.0,0.9387629291699532,4playerlocal onlinepvp controller action multiplayer pvp remoteplaytogether fighting localmultiplayer 2dfighter earlyaccess arcade topdown splitscreen sharedsplitscreenpvp
Coloring Game: Little City,2019-08-16,0.6330768564718121,0.0,6,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1132190/header.jpg?t=1723722152,123,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Free To Play","Free to Play,Casual,Indie,Pixel Graphics,Relaxing,2D,Singleplayer,Design & Illustration,Colorful,Funny,Family Friendly,Great Soundtrack,Puzzle,Cozy,Point & Click",6.72,https://store.steampowered.com/app/1132190/,0.0,0.9387103157400174,casual singleplayer pointandclick greatsoundtrack puzzle pixelgraphics familyfriendly indie colorful designandillustration relaxing funny 2d cozy freetoplay
My Singing Monsters,2021-03-24,0.755384370197392,0.0,19,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1419170/310869173d92c909b03461da8c338d3824e1d641/header_alt_assets_50.jpg?t=1765379858,145,"Single-player,Multi-player,Co-op,Online Co-op,In-App Purchases","Casual,Simulation,Free To Play","Creature Collector,Simulation,Casual,Farming Sim,Colony Sim,Free to Play,Cute,Cartoony,Collectathon,Colorful,Family Friendly,2.5D,Building,Relaxing,Dragons,Dinosaurs,Nature,Music,Horror,Resource Management",5.12,https://store.steampowered.com/app/1419170/,0.0,0.9385871039345028,casual inapppurchases relaxing building simulation nature multiplayer farming familyfriendly colorful cartoon colonysim creaturecollector dragons resourcemanagement collectathon music coop freetoplay horror 2.5d singleplayer dinosaurs cute
Ninja Kiwi Archive,2020-07-08,0.7185660793429937,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1275350/header.jpg?t=1667389437,91,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Action,Casual,Strategy","Casual,Arcade,Strategy,Tower Defense,Action,Singleplayer,Online Co-Op,Co-op,Multiplayer,Platformer,Top-Down Shooter,2D Platformer,PvP,2D,Pixel Graphics,Top-Down,Cartoony,Survival,Fantasy,Ninja",5.83,https://store.steampowered.com/app/1275350/,0.0,0.9384118492288352,casual fantasy pixelgraphics pvp inapppurchases multiplayer singleplayer arcade 2d cartoon survival action ninja 2dplatformer coop topdownshooter towerdefense platformer onlinepvp topdown strategy
VR Flush,2018-06-20,0.6330768564718121,0.0,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/866540/header.jpg?t=1705684209,0,"Single-player,Steam Achievements,Tracked Controller Support,VR Supported","Adventure,Indie,RPG,Free To Play","Free to Play,Adventure,Indie,RPG,VR,Funny,Short,Space,Sci-fi,Physics,Singleplayer,Comedy,Story Rich,Atmospheric,First-Person,Robots",7.88,https://store.steampowered.com/app/866540/,0.0,0.938315768914153,vr funny controller storyrich adventure singleplayer short physics indie rpg freetoplay scifi firstperson atmospheric comedy space robots
Crashphalt,2018-10-11,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/921700/header.jpg?t=1539326008,0,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together",Indie,"Indie,Platformer,Local Multiplayer,Controller,PvP,Competitive",7.57,https://store.steampowered.com/app/921700/,0.0,0.9378904094153604,platformer controller multiplayer localmultiplayer pvp remoteplaytogether indie competitive splitscreen sharedsplitscreenpvp
Tilt Brush,2016-04-05,0.6780830971139326,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/327140/header.jpg?t=1726856282,73,"Tracked Controller Support,VR Only,VR Supported,SteamVR Collectibles","Free To Play,Design & Illustration","Design & Illustration,VR,Free to Play,Hand-drawn,Casual,Singleplayer",10.08,https://store.steampowered.com/app/327140/,0.0,0.9377329965692356,casual vr controller singleplayer handdrawn designandillustration freetoplay
Friday the 13th: Killer Puzzle,2018-04-12,0.7185660793429937,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/795100/header.jpg?t=1674496870,54,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Family Sharing","Casual,Free To Play,Indie,Strategy","Free to Play,Puzzle,Horror,Gore,Violent,Blood,Casual,Singleplayer,Strategy,Multiplayer,Indie,Funny,1980s,Turn-Based Strategy,Difficult,Action,Cute,Dark Comedy,Atmospheric,Simulation",8.07,https://store.steampowered.com/app/795100/,0.0,0.9373594906058484,casual controller funny inapppurchases simulation multiplayer violent puzzle singleplayer gore action indie turnbasedstrategy freetoplay blood horror darkcomedy cute atmospheric 1980s strategy difficult
Overload Playable Teaser 3.0,2016-03-07,0.5962588843196084,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/450220/header.jpg?t=1668653300,32,"Single-player,Full controller support,VR Supported",Action,"Action,6DOF,Free to Play,Multiplayer,First-Person,Space,FPS,Shooter,Singleplayer,VR",10.16,https://store.steampowered.com/app/450220/,0.0,0.9373573573120184,singleplayer vr fps controller action firstperson shooter space freetoplay 6dof multiplayer
